virus_taxid,virus_name,virus_family,virus_genus,vector_groups,vector_borne_to_humans,model_predicted,correctly_classified
2972333,Zhangjiakou Rhabd tick virus 1,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2972335,Zhangjiakou Rhabd tick virus 2,Rhabdoviridae,,tick,0,0,True
2972340,Zhangye Rhabd tick virus 1,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2899249,Aedes orbi-like virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1484570,Aniva virus,Sedoreoviridae,Orbivirus,tick,0,1,False
2026603,Anopheles annulipes orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
2026602,Anopheles hinesorum orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1484571,Baku virus,Sedoreoviridae,Orbivirus,tick,0,1,False
77763,Banna virus,Sedoreoviridae,Seadornavirus,"biting_midge,mosquito,tick",1,0,False
3129116,Banna-like virus,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
40051,Bluetongue virus,Sedoreoviridae,Orbivirus,"biting_midge,mosquito",0,1,False
35327,Bluetongue virus 1,Sedoreoviridae,Orbivirus,biting_midge,0,1,False
94966,Bluetongue virus 12,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
45029,Bluetongue virus 16,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
35332,Bluetongue virus 20,Sedoreoviridae,Orbivirus,biting_midge,0,1,False
94967,Bluetongue virus 4,Sedoreoviridae,Orbivirus,biting_midge,0,1,False
45032,Bluetongue virus 9,Sedoreoviridae,Orbivirus,biting_midge,0,1,False
108089,CSIRO Village virus,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
544571,California mosquito pool virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
40052,Changuinola virus,Sedoreoviridae,Orbivirus,mosquito,1,0,False
40065,Chenuda virus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
1679172,Chobar Gorge virus,Sedoreoviridae,Orbivirus,tick,0,1,False
77204,Chuzan virus,Sedoreoviridae,Orbivirus,"biting_midge,mosquito",0,0,True
267783,Coltivirus strain BJ95-75,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
40053,Corriparta virus,Sedoreoviridae,Orbivirus,mosquito,1,1,True
40054,Epizootic hemorrhagic disease virus,Sedoreoviridae,Orbivirus,"biting_midge,mosquito",0,0,True
33720,Epizootic hemorrhagic disease virus 1,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
201490,Equine encephalosis virus,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
40056,Eubenangee virus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
204269,Great Island virus,Sedoreoviridae,Orbivirus,tick,0,1,False
2998222,Guangdong tick orbivirus,Sedoreoviridae,Orbivirus,tick,0,1,False
908872,Itupiranga virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
2547358,Japanaut virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
104580,Kadipiro virus,Sedoreoviridae,Seadornavirus,mosquito,1,0,False
40064,Kemerovo virus,Sedoreoviridae,Orbivirus,tick,1,1,True
3424593,Kevo orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1435294,Koyama Hill virus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
246280,Liao ning virus,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
1766829,Mangshi virus,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
108088,Marrakai virus,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
908873,Matucare virus,Sedoreoviridae,Orbivirus,tick,0,0,True
464979,Middle Point orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1565590,Minnal virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1408137,Mobuck virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
2985555,Mono Lake orbivirus,Sedoreoviridae,Orbivirus,tick,0,1,False
2841875,Mudumu virus,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
1597962,Muko virus,Sedoreoviridae,Orbivirus,tick,1,1,True
526523,Nugget virus,Sedoreoviridae,Orbivirus,tick,0,1,False
1471048,Okhotskiy virus,Sedoreoviridae,Orbivirus,tick,0,1,False
2498144,Orbivirus sp.,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1170506,Pata virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
2851139,Purunga orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
3072949,Ramu Anopheles Seadornavirus,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
2663720,Rasqueado orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
595217,Sandy Bay Virus,Sedoreoviridae,Orbivirus,tick,0,1,False
1289939,Sathuvachari virus,Sedoreoviridae,Orbivirus,biting_midge,0,0,True
3241300,Seadornavirus liaoningense,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
2809846,Seadornavirus sp.,Sedoreoviridae,Seadornavirus,mosquito,0,0,True
104581,St Croix River virus,Sedoreoviridae,Orbivirus,tick,0,1,False
559180,Stretch Lagoon orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
1428763,Tibet orbivirus,Sedoreoviridae,Orbivirus,"biting_midge,mosquito",0,0,True
1170505,Tilligerry virus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
881914,Tribec virus,Sedoreoviridae,Orbivirus,tick,0,1,False
40060,Umatilla virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
1565591,Vellore virus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
40067,Wad Medani virus,Sedoreoviridae,Orbivirus,tick,0,1,False
40061,Wallal virus,Sedoreoviridae,Orbivirus,"biting_midge,mosquito",0,0,True
2895619,Wanken orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,0,True
40062,Warrego virus,Sedoreoviridae,Orbivirus,"biting_midge,mosquito",0,0,True
47465,Wongorr virus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
2560014,Xinjiang tick orbivirus,Sedoreoviridae,Orbivirus,tick,0,0,True
306276,Yunnan orbivirus,Sedoreoviridae,Orbivirus,mosquito,0,1,False
3467571,Zaloxo virus 1,Sedoreoviridae,Orbivirus,tick,0,0,True
3239315,Chihuahua culicoides solemo-like virus 1,Solemoviridae,,biting_midge,0,0,True
2715208,Solemoviridae sp.,Solemoviridae,,biting_midge,0,0,True
3446378,Aedes albopictus reovirus,Spinareoviridae,Dinovernavirus,mosquito,0,0,True
1769781,Anopheles cypovirus,Spinareoviridae,Cypovirus,mosquito,0,0,True
2250219,Chiqui virus,Spinareoviridae,,mosquito,0,0,True
46839,Colorado tick fever virus,Spinareoviridae,Coltivirus,tick,0,0,True
2809312,Coltivirus sp.,Spinareoviridae,Coltivirus,tick,0,0,True
349066,Culex restuans cypovirus,Spinareoviridae,Cypovirus,mosquito,0,0,True
341721,Dinovernavirus aedis,Spinareoviridae,Dinovernavirus,mosquito,0,0,True
62352,Eyach virus,Spinareoviridae,Coltivirus,tick,0,0,True
1567404,Fako virus,Spinareoviridae,Dinovernavirus,mosquito,0,0,True
2867436,Gierle tick virus,Spinareoviridae,Coltivirus,tick,0,0,True
2872738,Jeddah tick coltivirus,Spinareoviridae,Coltivirus,tick,0,0,True
2290890,Kundal virus,Spinareoviridae,Coltivirus,tick,0,0,True
2713212,Lishui pangolin virus,Spinareoviridae,,tick,0,0,True
2014339,Tarumizu tick virus,Spinareoviridae,Coltivirus,tick,0,0,True
311554,Uranotaenia sapphirina cypovirus,Spinareoviridae,Cypovirus,mosquito,0,0,True
2816848,Bangali torovirus,Tobaniviridae,Torovirus,tick,0,0,True
177895,71D1252 virus,Togaviridae,Alphavirus,mosquito,0,0,True
177898,78V3531 virus,Togaviridae,Alphavirus,mosquito,0,0,True
2601858,Agua Salud alphavirus,Togaviridae,Alphavirus,mosquito,0,0,True
3426305,Alphavirus madariaga,Togaviridae,Alphavirus,mosquito,0,1,False
3459223,Andasibe virus,Togaviridae,Alphavirus,mosquito,0,0,True
3459225,Arkonam virus,Togaviridae,Alphavirus,mosquito,0,0,True
11020,Barmah Forest virus,Togaviridae,Alphavirus,"biting_midge,mosquito",1,1,True
59305,Bebaru virus,Togaviridae,Alphavirus,mosquito,1,1,True
3459227,Bobia virus,Togaviridae,Alphavirus,mosquito,0,0,True
2499242,Caaingua virus,Togaviridae,Alphavirus,mosquito,0,1,False
60879,Cabassou virus,Togaviridae,Alphavirus,mosquito,0,1,False
37124,Chikungunya virus,Togaviridae,Alphavirus,mosquito,1,1,True
11021,Eastern equine encephalitis virus,Togaviridae,Alphavirus,mosquito,1,1,True
1231903,Eilat virus,Togaviridae,Alphavirus,mosquito,0,1,False
2083198,Everglades virus,Togaviridae,Alphavirus,mosquito,1,0,False
11024,Highlands J virus,Togaviridae,Alphavirus,mosquito,1,1,True
3467800,Jurua alphavirus,Togaviridae,Alphavirus,mosquito,0,1,False
3459234,Kununurra virus,Togaviridae,Alphavirus,mosquito,0,0,True
48542,Kyzylagach virus,Togaviridae,Alphavirus,mosquito,1,1,True
3459235,Lake Clarendon virus,Togaviridae,Alphavirus,tick,0,0,True
3459236,Llano Seco virus,Togaviridae,Alphavirus,mosquito,0,0,True
1440170,Madariaga virus,Togaviridae,Alphavirus,mosquito,1,1,True
59301,Mayaro virus,Togaviridae,Alphavirus,mosquito,1,0,False
11023,Middelburg virus,Togaviridae,Alphavirus,"mosquito,tick",1,1,True
3459237,Mitchell River virus,Togaviridae,Alphavirus,biting_midge,0,1,False
60875,Mucambo virus,Togaviridae,Alphavirus,mosquito,1,0,False
2072351,Mwinilunga alphavirus,Togaviridae,Alphavirus,mosquito,0,1,False
59302,Ndumu virus,Togaviridae,Alphavirus,mosquito,1,1,True
2169701,Onyong-nyong virus,Togaviridae,Alphavirus,mosquito,1,1,True
3459241,Palestina virus,Togaviridae,Alphavirus,mosquito,0,0,True
2904963,Pirahy virus,Togaviridae,Alphavirus,mosquito,0,1,False
60876,Pixuna virus,Togaviridae,Alphavirus,mosquito,1,1,True
332097,Rio Negro virus,Togaviridae,Alphavirus,mosquito,1,1,True
11029,Ross River virus,Togaviridae,Alphavirus,mosquito,1,1,True
59303,Sagiyama virus,Togaviridae,Alphavirus,mosquito,1,0,False
11033,Semliki Forest virus,Togaviridae,Alphavirus,mosquito,1,1,True
11034,Sindbis virus,Togaviridae,Alphavirus,"biting_midge,mosquito,tick",1,1,True
1930825,Tai Forest alphavirus,Togaviridae,Alphavirus,mosquito,0,1,False
59304,Una virus,Togaviridae,Alphavirus,mosquito,0,1,False
11036,Venezuelan equine encephalitis virus,Togaviridae,Alphavirus,mosquito,1,1,True
3459247,Virgin River virus,Togaviridae,Alphavirus,mosquito,0,0,True
11039,Western equine encephalitis virus,Togaviridae,Alphavirus,mosquito,1,1,True
48543,Whataroa virus,Togaviridae,Alphavirus,mosquito,1,1,True
2679909,Yada yada virus,Togaviridae,Alphavirus,mosquito,0,0,True
3459248,Yaquina Head virus,Togaviridae,Alphavirus,tick,0,1,False
3239316,Chihuahua culicoides tombusvirus 1,Tombusviridae,Tombusvirus,biting_midge,0,0,True
3377603,Ouro verde tombus-like virus 1,Tombusviridae,,biting_midge,0,0,True
2689356,Atrato Reo-like virus,Unassigned,,mosquito,0,0,True
2755151,Broome reo-like virus 1,Unassigned,,mosquito,0,0,True
2976198,Canaosa virus,Unassigned,,biting_midge,0,1,False
2744400,Carajing virus,Unassigned,,biting_midge,0,0,True
3377598,Carajing-like virus 1,Unassigned,,biting_midge,0,0,True
3377599,Carajing-like virus 2,Unassigned,,biting_midge,0,0,True
3239318,Chihuahua culicoides virus 1,Unassigned,,biting_midge,0,0,True
1427476,Cimodo virus,Unassigned,,mosquito,0,0,True
3367773,Elliovirales sp.,Unassigned,,biting_midge,0,0,True
3077879,Elmago virus,Unassigned,,biting_midge,0,0,True
1955198,Fort Crockett virus,Unassigned,,biting_midge,0,0,True
2109376,High Island virus,Unassigned,,mosquito,0,0,True
3377601,Maraba negevirus,Unassigned,Negevirus,biting_midge,0,0,True
2108521,Ninarumi virus,Unassigned,,mosquito,0,1,False
2585267,Reoviridae sp.,Unassigned,,"biting_midge,mosquito,tick",0,0,True
2771463,Serbia reo-like virus 1,Unassigned,,mosquito,0,1,False
2651939,Valmbacken virus,Unassigned,,mosquito,0,1,False
2867438,Zoersel tick virus,Unassigned,,tick,0,0,True
1034795,uncultured Herpesvirus,Unassigned,,mosquito,0,0,True
