virus_taxid,virus,virus_family,virus_genus,human_to_human,zoonotic_relaxed,zoonotic_strict
1231709,mx polyomavirus,Polyomaviridae,,1,0,0
1239439,avastrovirus 3,Astroviridae,Avastrovirus,0,1,0
336960,avian nephritis virus 1,Astroviridae,Avastrovirus,0,1,0
336961,avian nephritis virus 2,Astroviridae,Avastrovirus,0,1,0
568715,astrovirus mlb1,Astroviridae,Mamastrovirus,1,0,0
767521,astrovirus sg,Astroviridae,Mamastrovirus,0,0,0
645687,astrovirus va1,Astroviridae,Mamastrovirus,1,0,0
1518574,burkina faso astrovirus,Astroviridae,Mamastrovirus,0,0,0
682382,hmo astrovirus a,Astroviridae,Mamastrovirus,0,0,0
12456,human astrovirus 1,Astroviridae,Mamastrovirus,1,0,0
12701,human astrovirus 2,Astroviridae,Mamastrovirus,1,0,0
35740,human astrovirus 3,Astroviridae,Mamastrovirus,1,0,0
35300,human astrovirus 4,Astroviridae,Mamastrovirus,1,0,0
35741,human astrovirus 5,Astroviridae,Mamastrovirus,1,0,0
37130,human astrovirus 6,Astroviridae,Mamastrovirus,1,0,0
38950,human astrovirus 7,Astroviridae,Mamastrovirus,1,0,0
43358,human astrovirus 8,Astroviridae,Mamastrovirus,1,0,0
1570321,human astrovirus uk1,Astroviridae,Mamastrovirus,1,0,0
1239565,mamastrovirus 1,Astroviridae,Mamastrovirus,1,1,0
1239567,mamastrovirus 3,Astroviridae,Mamastrovirus,0,1,0
1239568,mamastrovirus 4,Astroviridae,Mamastrovirus,0,1,0
1239572,mamastrovirus 8,Astroviridae,Mamastrovirus,0,0,0
683172,astrovirus mlb2,Astroviridae,,1,0,0
1247114,astrovirus mlb3,Astroviridae,,1,0,0
683174,astrovirus va3,Astroviridae,,1,0,0
1247113,astrovirus va4,Astroviridae,,1,0,0
1803390,bastrovirus 3,Astroviridae,,0,0,0
1803393,bastrovirus 4,Astroviridae,,0,0,0
1803394,bastrovirus 7,Astroviridae,,0,0,0
1868658,human astrovirus,Astroviridae,,1,1,0
333766,alphapapillomavirus 13,Papillomaviridae,Alphapapillomavirus,1,0,0
333767,alphapapillomavirus 3,Papillomaviridae,Alphapapillomavirus,1,0,0
337043,alphapapillomavirus 4,Papillomaviridae,Alphapapillomavirus,1,0,0
337042,alphapapillomavirus 7,Papillomaviridae,Alphapapillomavirus,1,0,0
333759,human papillomavirus 10,Papillomaviridae,Alphapapillomavirus,1,0,0
338327,human papillomavirus 102,Papillomaviridae,Alphapapillomavirus,1,0,0
338326,human papillomavirus 106,Papillomaviridae,Alphapapillomavirus,1,0,0
10580,human papillomavirus 11,Papillomaviridae,Alphapapillomavirus,1,1,0
720708,human papillomavirus 117,Papillomaviridae,Alphapapillomavirus,1,0,0
673323,human papillomavirus 125,Papillomaviridae,Alphapapillomavirus,1,0,0
10573,human papillomavirus 13,Papillomaviridae,Alphapapillomavirus,1,0,0
333760,human papillomavirus 16,Papillomaviridae,Alphapapillomavirus,1,1,0
2259332,human papillomavirus 160,Papillomaviridae,Alphapapillomavirus,1,0,0
333761,human papillomavirus 18,Papillomaviridae,Alphapapillomavirus,1,1,0
333752,human papillomavirus 27,Papillomaviridae,Alphapapillomavirus,1,0,0
37111,human papillomavirus 28,Papillomaviridae,Alphapapillomavirus,1,0,0
37112,human papillomavirus 29,Papillomaviridae,Alphapapillomavirus,1,0,0
10611,human papillomavirus 30,Papillomaviridae,Alphapapillomavirus,1,0,0
10585,human papillomavirus 31,Papillomaviridae,Alphapapillomavirus,1,0,0
333763,human papillomavirus 32,Papillomaviridae,Alphapapillomavirus,1,0,0
10586,human papillomavirus 33,Papillomaviridae,Alphapapillomavirus,1,0,0
10587,human papillomavirus 35,Papillomaviridae,Alphapapillomavirus,1,0,0
10588,human papillomavirus 39,Papillomaviridae,Alphapapillomavirus,1,0,0
10615,human papillomavirus 40,Papillomaviridae,Alphapapillomavirus,1,0,0
10590,human papillomavirus 42,Papillomaviridae,Alphapapillomavirus,1,0,0
10591,human papillomavirus 43,Papillomaviridae,Alphapapillomavirus,1,0,0
10592,human papillomavirus 44,Papillomaviridae,Alphapapillomavirus,1,0,0
10593,human papillomavirus 45,Papillomaviridae,Alphapapillomavirus,1,0,0
10595,human papillomavirus 51,Papillomaviridae,Alphapapillomavirus,1,0,0
10618,human papillomavirus 52,Papillomaviridae,Alphapapillomavirus,1,0,0
10596,human papillomavirus 56,Papillomaviridae,Alphapapillomavirus,1,0,0
333753,human papillomavirus 57,Papillomaviridae,Alphapapillomavirus,1,0,0
10598,human papillomavirus 58,Papillomaviridae,Alphapapillomavirus,1,0,0
37115,human papillomavirus 59,Papillomaviridae,Alphapapillomavirus,1,0,0
334210,human papillomavirus 62,Papillomaviridae,Alphapapillomavirus,1,0,0
37119,human papillomavirus 66,Papillomaviridae,Alphapapillomavirus,1,0,0
37120,human papillomavirus 67,Papillomaviridae,Alphapapillomavirus,1,0,0
45240,human papillomavirus 68,Papillomaviridae,Alphapapillomavirus,1,0,0
37121,human papillomavirus 69,Papillomaviridae,Alphapapillomavirus,1,0,0
120686,human papillomavirus 71,Papillomaviridae,Alphapapillomavirus,1,0,0
333770,human papillomavirus 72,Papillomaviridae,Alphapapillomavirus,1,0,0
51033,human papillomavirus 73,Papillomaviridae,Alphapapillomavirus,1,0,0
44028,human papillomavirus 74,Papillomaviridae,Alphapapillomavirus,1,0,0
333771,human papillomavirus 81,Papillomaviridae,Alphapapillomavirus,1,0,0
129724,human papillomavirus 82,Papillomaviridae,Alphapapillomavirus,1,0,0
333772,human papillomavirus 83,Papillomaviridae,Alphapapillomavirus,1,0,0
150546,human papillomavirus 84,Papillomaviridae,Alphapapillomavirus,1,0,0
2848423,human papillomavirus 85,Papillomaviridae,Alphapapillomavirus,1,0,0
171370,human papillomavirus 86,Papillomaviridae,Alphapapillomavirus,1,0,0
120381,human papillomavirus 87,Papillomaviridae,Alphapapillomavirus,1,0,0
202250,human papillomavirus 89,Papillomaviridae,Alphapapillomavirus,1,0,0
202252,human papillomavirus 91,Papillomaviridae,Alphapapillomavirus,1,0,0
260717,human papillomavirus 94,Papillomaviridae,Alphapapillomavirus,1,0,0
338324,human papillomavirus 97,Papillomaviridae,Alphapapillomavirus,1,0,0
1851123,human papillomavirus type 177,Papillomaviridae,Alphapapillomavirus,1,0,0
333751,human papillomavirus type 2,Papillomaviridae,Alphapapillomavirus,1,0,0
333762,human papillomavirus type 26,Papillomaviridae,Alphapapillomavirus,1,0,0
333764,human papillomavirus type 34,Papillomaviridae,Alphapapillomavirus,1,0,0
333765,human papillomavirus type 53,Papillomaviridae,Alphapapillomavirus,1,0,0
37114,human papillomavirus type 55,Papillomaviridae,Alphapapillomavirus,1,0,0
31552,human papillomavirus type 6,Papillomaviridae,Alphapapillomavirus,1,1,0
37116,human papillomavirus type 61,Papillomaviridae,Alphapapillomavirus,1,0,0
10620,human papillomavirus type 7,Papillomaviridae,Alphapapillomavirus,1,0,0
39457,human papillomavirus type 70,Papillomaviridae,Alphapapillomavirus,1,0,0
1297549,human papillomavirus type 78,Papillomaviridae,Alphapapillomavirus,1,0,0
333769,human papillomavirus type 90,Papillomaviridae,Alphapapillomavirus,1,0,0
1288116,human papillomavirus type xs2,Papillomaviridae,Alphapapillomavirus,1,0,0
337051,betapapillomavirus 1,Papillomaviridae,Betapapillomavirus,1,1,0
333924,betapapillomavirus 2,Papillomaviridae,Betapapillomavirus,1,0,0
334208,betapapillomavirus 4,Papillomaviridae,Betapapillomavirus,1,0,0
334209,betapapillomavirus 5,Papillomaviridae,Betapapillomavirus,1,0,0
10599,human papillomavirus - 5b,Papillomaviridae,Betapapillomavirus,1,0,0
587349,human papillomavirus 100,Papillomaviridae,Betapapillomavirus,1,0,0
518628,human papillomavirus 104,Papillomaviridae,Betapapillomavirus,1,0,0
587350,human papillomavirus 105,Papillomaviridae,Betapapillomavirus,1,0,0
427343,human papillomavirus 107,Papillomaviridae,Betapapillomavirus,1,0,0
518629,human papillomavirus 110,Papillomaviridae,Betapapillomavirus,1,0,0
518630,human papillomavirus 111,Papillomaviridae,Betapapillomavirus,1,0,0
587351,human papillomavirus 113,Papillomaviridae,Betapapillomavirus,1,0,0
696746,human papillomavirus 115,Papillomaviridae,Betapapillomavirus,1,0,0
927771,human papillomavirus 118,Papillomaviridae,Betapapillomavirus,1,0,0
765052,human papillomavirus 120,Papillomaviridae,Betapapillomavirus,1,0,0
765054,human papillomavirus 122,Papillomaviridae,Betapapillomavirus,1,0,0
765056,human papillomavirus 124,Papillomaviridae,Betapapillomavirus,1,0,0
1070416,human papillomavirus 143,Papillomaviridae,Betapapillomavirus,1,0,0
1070418,human papillomavirus 145,Papillomaviridae,Betapapillomavirus,1,0,0
743811,human papillomavirus 150,Papillomaviridae,Betapapillomavirus,1,0,0
743812,human papillomavirus 151,Papillomaviridae,Betapapillomavirus,1,0,0
990302,human papillomavirus 152,Papillomaviridae,Betapapillomavirus,1,0,0
1209820,human papillomavirus 159,Papillomaviridae,Betapapillomavirus,1,0,0
10607,human papillomavirus 17,Papillomaviridae,Betapapillomavirus,1,0,0
1347832,human papillomavirus 174,Papillomaviridae,Betapapillomavirus,1,0,0
1851125,human papillomavirus 182,Papillomaviridae,Betapapillomavirus,1,0,0
1851220,human papillomavirus 195,Papillomaviridae,Betapapillomavirus,1,0,0
1851221,human papillomavirus 196,Papillomaviridae,Betapapillomavirus,1,0,0
31547,human papillomavirus 20,Papillomaviridae,Betapapillomavirus,1,0,0
1961924,human papillomavirus 209,Papillomaviridae,Betapapillomavirus,1,0,0
31548,human papillomavirus 21,Papillomaviridae,Betapapillomavirus,1,0,0
37954,human papillomavirus 22,Papillomaviridae,Betapapillomavirus,1,0,0
37955,human papillomavirus 23,Papillomaviridae,Betapapillomavirus,1,0,0
37956,human papillomavirus 24,Papillomaviridae,Betapapillomavirus,1,0,0
37957,human papillomavirus 36,Papillomaviridae,Betapapillomavirus,1,0,0
37958,human papillomavirus 37,Papillomaviridae,Betapapillomavirus,1,0,0
37959,human papillomavirus 38,Papillomaviridae,Betapapillomavirus,1,0,0
10616,human papillomavirus 49,Papillomaviridae,Betapapillomavirus,1,0,0
333923,human papillomavirus 5,Papillomaviridae,Betapapillomavirus,1,0,0
10579,human papillomavirus 8,Papillomaviridae,Betapapillomavirus,1,0,0
211787,human papillomavirus 92,Papillomaviridae,Betapapillomavirus,1,0,0
247268,human papillomavirus 93,Papillomaviridae,Betapapillomavirus,1,0,0
247269,human papillomavirus 96,Papillomaviridae,Betapapillomavirus,1,0,0
587347,human papillomavirus 98,Papillomaviridae,Betapapillomavirus,1,0,0
587348,human papillomavirus 99,Papillomaviridae,Betapapillomavirus,1,0,0
79691,human papillomavirus rtrx7,Papillomaviridae,Betapapillomavirus,1,0,0
1851127,human papillomavirus type 185,Papillomaviridae,Betapapillomavirus,1,0,0
1175852,gammapapillomavirus 10,Papillomaviridae,Gammapapillomavirus,1,0,0
1513256,gammapapillomavirus 11,Papillomaviridae,Gammapapillomavirus,1,0,0
1513257,gammapapillomavirus 12,Papillomaviridae,Gammapapillomavirus,1,0,0
1513258,gammapapillomavirus 13,Papillomaviridae,Gammapapillomavirus,1,0,0
1513259,gammapapillomavirus 14,Papillomaviridae,Gammapapillomavirus,1,0,0
1513260,gammapapillomavirus 15,Papillomaviridae,Gammapapillomavirus,1,0,0
1513261,gammapapillomavirus 16,Papillomaviridae,Gammapapillomavirus,1,0,0
1513262,gammapapillomavirus 17,Papillomaviridae,Gammapapillomavirus,1,0,0
1513263,gammapapillomavirus 18,Papillomaviridae,Gammapapillomavirus,1,0,0
1513264,gammapapillomavirus 19,Papillomaviridae,Gammapapillomavirus,1,0,0
1961678,gammapapillomavirus 21,Papillomaviridae,Gammapapillomavirus,1,0,0
1961679,gammapapillomavirus 22,Papillomaviridae,Gammapapillomavirus,1,0,0
1961680,gammapapillomavirus 23,Papillomaviridae,Gammapapillomavirus,1,0,0
1961681,gammapapillomavirus 24,Papillomaviridae,Gammapapillomavirus,1,0,0
1961682,gammapapillomavirus 25,Papillomaviridae,Gammapapillomavirus,1,0,0
1961683,gammapapillomavirus 26,Papillomaviridae,Gammapapillomavirus,1,0,0
2169902,gammapapillomavirus 27,Papillomaviridae,Gammapapillomavirus,1,0,0
333930,gammapapillomavirus 4,Papillomaviridae,Gammapapillomavirus,1,0,0
333931,gammapapillomavirus 5,Papillomaviridae,Gammapapillomavirus,1,0,0
1175848,gammapapillomavirus 6,Papillomaviridae,Gammapapillomavirus,1,0,0
1175849,gammapapillomavirus 7,Papillomaviridae,Gammapapillomavirus,1,0,0
1175850,gammapapillomavirus 8,Papillomaviridae,Gammapapillomavirus,1,0,0
1175851,gammapapillomavirus 9,Papillomaviridae,Gammapapillomavirus,1,0,0
338323,human papillomavirus 103,Papillomaviridae,Gammapapillomavirus,1,0,0
565537,human papillomavirus 108,Papillomaviridae,Gammapapillomavirus,1,0,0
915426,human papillomavirus 109,Papillomaviridae,Gammapapillomavirus,1,0,0
915428,human papillomavirus 116,Papillomaviridae,Gammapapillomavirus,1,0,0
765051,human papillomavirus 119,Papillomaviridae,Gammapapillomavirus,1,0,0
915429,human papillomavirus 121,Papillomaviridae,Gammapapillomavirus,1,0,0
765055,human papillomavirus 123,Papillomaviridae,Gammapapillomavirus,1,0,0
1055684,human papillomavirus 126,Papillomaviridae,Gammapapillomavirus,1,0,0
746832,human papillomavirus 127,Papillomaviridae,Gammapapillomavirus,1,0,0
909329,human papillomavirus 130,Papillomaviridae,Gammapapillomavirus,1,0,0
909331,human papillomavirus 132,Papillomaviridae,Gammapapillomavirus,1,0,0
909332,human papillomavirus 133,Papillomaviridae,Gammapapillomavirus,1,0,0
909333,human papillomavirus 134,Papillomaviridae,Gammapapillomavirus,1,0,0
1070408,human papillomavirus 135,Papillomaviridae,Gammapapillomavirus,1,0,0
1070409,human papillomavirus 136,Papillomaviridae,Gammapapillomavirus,1,0,0
1070411,human papillomavirus 138,Papillomaviridae,Gammapapillomavirus,1,0,0
1070412,human papillomavirus 139,Papillomaviridae,Gammapapillomavirus,1,0,0
1070413,human papillomavirus 140,Papillomaviridae,Gammapapillomavirus,1,0,0
1070414,human papillomavirus 141,Papillomaviridae,Gammapapillomavirus,1,0,0
1070415,human papillomavirus 142,Papillomaviridae,Gammapapillomavirus,1,0,0
1070419,human papillomavirus 146,Papillomaviridae,Gammapapillomavirus,1,0,0
1070420,human papillomavirus 147,Papillomaviridae,Gammapapillomavirus,1,0,0
942038,human papillomavirus 148,Papillomaviridae,Gammapapillomavirus,1,0,0
909328,human papillomavirus 149,Papillomaviridae,Gammapapillomavirus,1,0,0
1110710,human papillomavirus 153,Papillomaviridae,Gammapapillomavirus,1,0,0
1195796,human papillomavirus 154,Papillomaviridae,Gammapapillomavirus,1,0,0
1165934,human papillomavirus 155,Papillomaviridae,Gammapapillomavirus,1,0,0
2259331,human papillomavirus 157,Papillomaviridae,Gammapapillomavirus,1,0,0
2259343,human papillomavirus 158,Papillomaviridae,Gammapapillomavirus,1,0,0
1315263,human papillomavirus 162,Papillomaviridae,Gammapapillomavirus,1,0,0
1315262,human papillomavirus 163,Papillomaviridae,Gammapapillomavirus,1,0,0
1315261,human papillomavirus 164,Papillomaviridae,Gammapapillomavirus,1,0,0
1315266,human papillomavirus 165,Papillomaviridae,Gammapapillomavirus,1,0,0
1315259,human papillomavirus 166,Papillomaviridae,Gammapapillomavirus,1,0,0
1420544,human papillomavirus 168,Papillomaviridae,Gammapapillomavirus,1,0,0
1315260,human papillomavirus 169,Papillomaviridae,Gammapapillomavirus,1,0,0
1315265,human papillomavirus 170,Papillomaviridae,Gammapapillomavirus,1,0,0
1434986,human papillomavirus 171,Papillomaviridae,Gammapapillomavirus,1,0,0
1434988,human papillomavirus 173,Papillomaviridae,Gammapapillomavirus,1,0,0
1478160,human papillomavirus 178,Papillomaviridae,Gammapapillomavirus,1,0,0
1472342,human papillomavirus 179,Papillomaviridae,Gammapapillomavirus,1,0,0
1449827,human papillomavirus 180,Papillomaviridae,Gammapapillomavirus,1,0,0
1851124,human papillomavirus 181,Papillomaviridae,Gammapapillomavirus,1,0,0
1851128,human papillomavirus 186,Papillomaviridae,Gammapapillomavirus,1,0,0
1851214,human papillomavirus 189,Papillomaviridae,Gammapapillomavirus,1,0,0
1851216,human papillomavirus 191,Papillomaviridae,Gammapapillomavirus,1,0,0
1851217,human papillomavirus 192,Papillomaviridae,Gammapapillomavirus,1,0,0
1851218,human papillomavirus 193,Papillomaviridae,Gammapapillomavirus,1,0,0
1542134,human papillomavirus 197,Papillomaviridae,Gammapapillomavirus,1,0,0
1545700,human papillomavirus 199,Papillomaviridae,Gammapapillomavirus,1,0,0
1682339,human papillomavirus 200,Papillomaviridae,Gammapapillomavirus,1,0,0
1682341,human papillomavirus 202,Papillomaviridae,Gammapapillomavirus,1,0,0
2259334,human papillomavirus 205,Papillomaviridae,Gammapapillomavirus,1,0,0
10617,human papillomavirus 4,Papillomaviridae,Gammapapillomavirus,1,0,0
28312,human papillomavirus 65,Papillomaviridae,Gammapapillomavirus,1,0,0
1647924,human papillomavirus kc5,Papillomaviridae,Gammapapillomavirus,1,0,0
1315264,human papillomavirus type 161,Papillomaviridae,Gammapapillomavirus,1,0,0
1851122,human papillomavirus type 176,Papillomaviridae,Gammapapillomavirus,1,0,0
1851126,human papillomavirus type 183,Papillomaviridae,Gammapapillomavirus,1,0,0
1851213,human papillomavirus type 188,Papillomaviridae,Gammapapillomavirus,1,0,0
1851215,human papillomavirus type 190,Papillomaviridae,Gammapapillomavirus,1,0,0
1851219,human papillomavirus type 194,Papillomaviridae,Gammapapillomavirus,1,0,0
2320739,human papillomavirus type 210,Papillomaviridae,Gammapapillomavirus,1,0,0
40538,human papillomavirus type 48,Papillomaviridae,Gammapapillomavirus,1,0,0
40539,human papillomavirus type 50,Papillomaviridae,Gammapapillomavirus,1,0,0
334203,mupapillomavirus 1,Papillomaviridae,Mupapillomavirus,1,0,0
334204,mupapillomavirus 2,Papillomaviridae,Mupapillomavirus,1,0,0
1961783,mupapillomavirus 3,Papillomaviridae,Mupapillomavirus,1,0,0
10566,human papillomavirus,Papillomaviridae,,1,0,0
2853106,human papillomavirus az1_1,Papillomaviridae,,1,0,0
2093789,human papillomavirus type 203,Papillomaviridae,,1,0,0
2060135,human papillomavirus type 211,Papillomaviridae,,1,0,0
2060136,human papillomavirus type 212,Papillomaviridae,,1,0,0
2060137,human papillomavirus type 213,Papillomaviridae,,1,0,0
2060138,human papillomavirus type 214,Papillomaviridae,,1,0,0
2060139,human papillomavirus type 215,Papillomaviridae,,1,0,0
2060140,human papillomavirus type 216,Papillomaviridae,,1,0,0
2200956,human papillomavirus type 219,Papillomaviridae,,1,0,0
2200957,human papillomavirus type 220,Papillomaviridae,,1,0,0
2200958,human papillomavirus type 221,Papillomaviridae,,1,0,0
2200959,human papillomavirus type 222,Papillomaviridae,,1,0,0
652810,human papillomavirus type 85,Papillomaviridae,,1,0,0
10589,human papillomavirus type 41,Papillomaviridae,Nupapillomavirus,1,0,0
